"","Toad","Date","Easting","Northing","x","y","Day"
"75",45,2009-07-14,551570.7,4713917.4,-562.325542170106,-0.773977131739215,21
"76",45,2009-07-22,551528.9,4713937.8,-607.394605496597,10.7229585836643,29
"77",45,2009-07-23,551564.7,4713923.2,-569.377312758864,3.68836883886523,30
"78",45,2009-07-24,551565.6,4713918.9,-567.623785481664,-0.339675610561173,31
"79",45,2009-07-31,551654.2,4713900.5,-477.133355347592,-0.384998455638012,38
"80",45,2009-08-01,551569.3,4713915.3,-563.270460545678,-3.11430387507937,39
"81",45,2009-08-02,551571.8,4713915.4,-560.842718500282,-2.50926787522049,40
"82",45,2009-08-04,551675.7,4713895.4,-455.045811754586,-1.01778437775619,42
"83",45,2009-08-11,551571,4713918.4,-562.234624946357,0.266087317443478,49
"84",45,2009-08-12,551606,4713904.3,-525.1021237208,-6.44117387843382,50
"85",45,2009-08-13,551574.8,4713917,-558.229640086284,-0.333992903841747,51
"86",47,2009-06-23,551823.6,4713855.3,-302.08643202831,-10.2832122580437,1
"87",47,2009-06-24,551791.4,4713865.1,-335.604905727887,-7.21858816296589,2
"88",47,2009-06-25,551186.4,4714007.5,-956.912619916314,9.49919548374828,3
"89",47,2009-06-26,550902.1,4714076.4,-1249.27829731172,19.297699512443,4
"90",47,2009-07-11,552061.4,4713821.7,-62.4145130525299,5.05208214617343,19
"91",47,2009-07-31,551776.7,4713872,-351.398939604741,-3.44387043789219,39
"92",47,2009-08-01,551786.8,4713867.5,-340.596105087045,-5.80157406327615,40
"93",47,2009-08-02,551756.5,4713870.9,-370.955864308247,-8.61849082384184,41
"94",47,2009-08-03,551757.4,4713871.2,-370.135428508791,-8.14216625078193,42
"95",47,2009-08-04,551654.7,4713901.2,-476.785742200467,0.401871991262979,43
"96",47,2009-08-11,551773.8,4713875.9,-355.029749806848,-0.213202197629641,50
"97",47,2009-08-12,551758.3,4713873.2,-369.659830864219,-6.001183560399,51
"98",47,2009-08-13,551788.3,4713862.8,-338.173913026131,-10.0995951918653,52
"99",47,2009-08-14,551790.1,4713859,-335.640519144314,-13.4554729366447,53
"100",47,2009-08-15,551783.7,4713874.4,-345.03129534108,0.326156953685441,54
"101",47,2009-08-16,552075.7,4713831.1,-50.3185528056877,17.1573597429206,55
"102",49,2009-06-27,551686.1,4713893.9,-444.557751960132,-0.377002239697987,1
"103",49,2009-06-28,551705.6,4713902.1,-427.126481127921,11.608021630194,2
"104",49,2009-06-29,551687.9,4713894.3,-442.876311166494,0.379804774811149,3
"105",49,2009-07-09,551693,4713902.7,-439.586242992059,9.63968875969917,13
"106",49,2009-07-10,551705.2,4713902.4,-427.579019182983,11.8206464386857,14
"107",49,2009-07-11,551715.8,4713906.3,-417.990485513491,17.789735319463,15
"108",49,2009-07-12,551686.5,4713894.1,-444.20663689179,-0.100021719618908,16
"109",49,2009-07-23,551735.6,4713893.7,-396.0462552369,9.46803131392278,27
"110",49,2009-07-24,551688.8,4713902.5,-443.658358557282,8.59189353965405,28
"111",49,2009-07-25,551564,4713920.6,-569.535360687763,1.00042894835217,29
"112",49,2009-07-26,551605.7,4713910.4,-526.633247356079,-0.528842661364351,30
"113",49,2009-07-31,551704.8,4713901,-427.686719082859,10.368613128966,35
"114",49,2009-08-01,551713.1,4713905.5,-420.472077509128,16.4586826656327,36
"115",49,2009-08-02,551563.6,4713919.1,-569.622775990484,-0.549525426740473,37
"116",49,2009-08-03,551612,4713908.8,-520.139666658426,-0.81765008066273,38
"117",49,2009-08-04,551648,4713898.4,-482.778484877678,-3.69898587058294,39
"118",49,2009-08-11,551613,4713897,-516.766873514742,-12.1694898613116,46
"119",49,2009-08-12,551687.5,4713892.6,-442.92315727449,-1.36599173189222,47
"120",49,2009-08-13,551720.8,4713901.8,-412.181625347307,14.3975172295212,48
"121",49,2009-08-14,551712.9,4713901.2,-419.79568195476,12.2075076454281,49
"122",49,2009-08-15,551810.9,4713861.1,-315.698914019871,-7.17993430947119,50
"123",49,2009-08-16,551733.5,4713892.2,-397.798328656716,7.57323878399323,51
"124",50,2009-06-23,551859.3,4713851.8,-266.418650661252,-6.46884830625191,1
"125",50,2009-06-24,551787.3,4713869.1,-340.431053315901,-4.13341402549496,2
"126",50,2009-06-25,551789.7,4713866.9,-337.634686597438,-5.80084713424203,3
"127",50,2009-06-26,551761.8,4713869.8,-365.542917254455,-8.62053888800848,4
"128",50,2009-07-10,551773.9,4713877,-355.154959311864,0.884214122200461,18
"129",50,2009-07-14,551765.3,4713867.5,-361.649134215588,-10.1627624922151,22
"130",50,2009-07-23,551773.6,4713876.3,-355.306730327607,0.137912869977825,31
"131",50,2009-07-24,551776.4,4713873.6,-352.017256359242,-1.93798717884803,32
"132",50,2009-07-25,551773.9,4713876.3,-355.012967130419,0.198766662018983,33
"133",50,2009-07-26,551775.6,4713874.6,-353.00347085844,-1.12105330046715,34
"134",50,2009-08-03,551764.5,4713865.3,-361.986241599743,-12.4793027168695,42
"135",50,2009-08-11,551777.5,4713865.6,-349.317356848897,-9.5485418652022,50
"136",50,2009-08-12,551781.5,4713867.7,-345.826490764666,-6.6808155909017,51
"137",50,2009-08-13,551773.3,4713870.4,-354.403702281504,-5.70028379862765,52
"138",50,2009-08-14,551793.1,4713864,-333.717117040085,-7.95088173061991,53
"139",50,2009-08-15,551789.6,4713870,-338.361430180714,-2.78557869480721,54
"140",51,2009-06-23,551844,4713853.4,-281.725127273179,-8.00565464790471,1
"141",51,2009-06-24,551654.9,4713900.3,-476.407338692799,-0.438848405827216,2
"142",51,2009-06-25,551641,4713906,-491.17458887573,2.32309330925487,3
"143",51,2009-06-26,551890.3,4713843.7,-234.420067905084,-8.11222945212405,4
"144",51,2009-07-09,551841.7,4713857.8,-284.869834067669,-4.16367349594827,17
"145",51,2009-07-10,551889.6,4713842.6,-234.882384794255,-9.33135335694841,18
"146",51,2009-07-11,551894.6,4713843.9,-230.250031274169,-7.04414963473973,19
"147",51,2009-07-24,551889.3,4713842.6,-235.176147991329,-9.39220714896594,32
"148",51,2009-07-25,551848.6,4713851.7,-276.875920095467,-8.73722128741296,33
"149",51,2009-07-26,551891.7,4713843.2,-232.947749998457,-8.31785041789908,34
"150",51,2009-07-31,551973.7,4713827.5,-149.46779432982,-7.05808791320415,39
"151",51,2009-08-01,551851.4,4713856.9,-275.188929317346,-3.07735714445583,40
"152",51,2009-08-02,551886.5,4713843.4,-238.080214610274,-9.17680734816184,41
"153",51,2009-08-03,551890.9,4713843.8,-233.85282610809,-7.89260080271598,42
"154",51,2009-08-04,551893.3,4713844.9,-231.725851101824,-6.32863874305475,43
"155",51,2009-08-11,551891.8,4713839.7,-232.139868025616,-11.7248031205317,50
"156",51,2009-08-12,551883.2,4713845.1,-241.656447933581,-8.18154094410899,51
"157",51,2009-08-14,551655.4,4713901.6,-476.181433129662,0.935548434993905,53
"158",51,2009-08-15,551974.1,4713829.2,-149.420948221825,-5.31229140650081,54
"159",51,2009-08-16,551890.8,4713843.7,-233.930462576513,-8.01080646540454,55
"160",53,2009-06-27,551953.4,4713831.1,-170.07601617403,-7.6507028086573,1
"161",53,2009-06-28,551858.3,4713851,-267.23558453968,-7.45506280522177,2
"162",53,2009-06-29,551830.6,4713858.2,-295.820210751368,-6.02357953789526,3
"163",53,2009-07-01,551832.2,4713858.9,-294.39546588141,-5.01357852021607,5
"164",53,2009-07-12,551846.1,4713854.6,-279.912200061181,-6.4046253158472,16
"165",53,2009-07-13,551891.3,4713841.8,-233.055449898333,-9.76988372761875,17
"166",53,2009-07-14,551889,4713844.2,-235.794464746133,-7.88632388903344,18
"167",53,2009-07-21,551875.9,4713849.6,-249.717492611122,-5.2558685930627,25
"168",53,2009-07-25,551903.9,4713841.9,-220.737680215829,-7.11610339603049,29
"169",53,2009-07-26,551855.2,4713850.3,-270.129145395465,-8.7693327830831,30
"170",53,2009-08-01,551889.2,4713843.5,-235.456630433305,-8.53120215453656,36
"171",53,2009-08-02,551901.7,4713841.5,-222.810805272158,-7.95404880083191,37
"172",53,2009-08-03,551850.4,4713852.9,-275.356756080731,-7.19704574646103,38
"173",53,2009-08-04,551753.7,4713896.1,-378.809372678801,15.4896490097568,39
"174",54,2009-06-26,551890.8,4713843.5,-233.889893381788,-8.20664859701524,1
"175",54,2009-06-27,551831.9,4713858.1,-294.526952299582,-5.85780083867642,2
"176",54,2009-06-28,551899.9,4713841.4,-224.553099857676,-8.41709261835734,3
"177",54,2009-06-29,551900.6,4713842.3,-224.050213773704,-7.39381084607926,4
"178",54,2009-06-30,551830.5,4713854.1,-295.086463325846,-10.0586278300619,5
"179",54,2009-07-01,551899.7,4713839.1,-224.282396250112,-10.7098463252144,6
"180",54,2009-07-09,551901.7,4713840.9,-222.68909768817,-8.54157519475206,14
"181",54,2009-07-10,551893.9,4713840.4,-230.225517827086,-10.613379116133,15
"182",54,2009-07-11,551907.8,4713840.6,-216.655058887333,-7.59797795462718,16
"183",54,2009-07-12,551900.2,4713845,-224.989582164907,-4.83108046099503,17
"184",54,2009-07-13,551838,4713855.8,-288.087221552169,-6.87262491194629,18
"185",54,2009-07-14,551871.9,4713850.5,-253.816896615859,-5.18596289502661,19
"186",54,2009-07-21,551924.5,4713844.3,-201.052771014877,-0.587370766598895,26
"187",54,2009-07-22,551889.5,4713843.6,-235.183151833386,-8.37242729714604,27
"188",54,2009-07-23,551931.6,4713835.2,-192.254476990975,-8.05798133480986,28
"189",54,2009-07-24,551888.7,4713842.8,-235.804243580431,-9.31807260143755,29
"190",54,2009-07-25,551926.3,4713835.5,-197.505147265751,-8.83930179706242,30
"191",54,2009-07-26,551887.8,4713843.4,-236.807240755944,-8.91310758268167,31
"192",54,2009-08-01,551890.6,4713845.4,-234.471142862894,-6.38671754278349,37
"193",54,2009-08-02,551926.2,4713838,-198.110183265153,-6.41155975157135,38
"194",54,2009-08-03,551890.1,4713840.8,-234.027656713532,-10.9925095529013,39
"195",54,2009-08-04,551891.1,4713843.2,-233.53527639272,-8.43955800195777,40
"196",54,2009-08-12,551894.5,4713842.6,-230.084252574239,-8.33740808709248,48
"197",54,2009-08-13,551889.8,4713842,-234.564835078771,-9.87831055616657,49
"198",56,2009-06-27,551689.1,4713897.6,-442.370650090281,3.85461511131322,1
"199",56,2009-06-28,551710.5,4713899.1,-421.719810987588,9.66433492862528,2
"200",56,2009-06-29,551712.6,4713891.3,-418.081270014827,2.45246834732083,3
"201",56,2009-07-21,551714.7,4713901,-417.992533577248,12.3767882659934,25
"202",56,2009-07-22,551721.8,4713891.8,-409.173954955776,4.80825663154477,26
"203",56,2009-07-23,551713.3,4713903.4,-419.850258833485,14.4429094807022,27
"204",56,2009-07-24,551722.2,4713881,-406.591534179907,-5.68608007604483,28
"205",56,2009-08-02,551562.9,4713920.4,-570.571923216059,0.581456246875234,37
"206",8,2009-07-10,551880.1,4713846.3,-244.935416138862,-7.63531067301297,1
"207",8,2009-07-11,551880.5,4713845.5,-244.381455097269,-8.33754080916349,2
"208",8,2009-07-12,551883.1,4713842.3,-241.186400273681,-10.9436153812621,3
"209",8,2009-07-13,551836.2,4713855.5,-289.788946943075,-7.53151086110604,4
"210",12,2009-07-25,552058.2,4713813.4,-63.8643655759452,-3.72447342293803,1
"211",12,2009-07-26,552087.9,4713803.5,-32.7736339216511,-7.39413351785107,2
"212",12,2009-08-01,552055.5,4713817.4,-67.3196182439379,-0.355314922647757,8
"213",12,2009-08-02,552086.2,4713803.9,-34.5194304283113,-7.34728740949017,9
"214",12,2009-08-03,552046.7,4713814.9,-75.4295570932315,-4.58838613177444,10
"215",12,2009-08-04,552169.1,4713790,49.4766920796236,-4.14238434602302,11
"216",13,2009-07-21,551726.2,4713884.4,-403.364367861109,-1.54537994764272,1
"217",13,2009-07-22,551730,4713880,-398.750845080718,-5.08309214035258,2
"218",13,2009-07-23,551760.4,4713871.8,-367.319504121354,-6.94610193654472,3
"219",13,2009-07-24,551758.1,4713877.6,-370.748195278734,-1.73322586422535,4
"220",13,2009-07-25,551729.1,4713882.7,-400.179818800491,-2.62178474198785,5
"221",13,2009-07-26,551723.4,4713884.8,-406.187296090299,-1.72166441094836,6
"222",13,2009-07-31,551763.8,4713872.7,-364.172749263221,-5.37513603505516,11
"223",13,2009-08-01,551741,4713882.1,-388.405504396307,-0.7954440528909,12
"224",13,2009-08-02,551773,4713873.4,-355.306003399009,-2.82350561924416,13
"225",14,2009-07-09,552018.1,4713815.3,-103.516120276719,-9.99809670981622,1
"226",14,2009-07-10,551866.4,4713849.7,-259.040278451424,-7.08498427447206,2
"227",14,2009-07-11,551848.1,4713852.7,-277.568371397477,-7.85943361699092,3
"228",14,2009-07-12,551856.3,4713843.6,-267.692945650439,-15.106913615312,4
"229",14,2009-07-31,551901.8,4713838.1,-222.023207896584,-11.2630804381152,23
"230",14,2009-08-01,551873.8,4713850.2,-251.895542575273,-5.09431874244782,24
"231",14,2009-08-02,551879.3,4713843.7,-245.191385133641,-10.3435351599533,25
"232",14,2009-08-03,551862.1,4713848,-262.906046122294,-9.6218800775923,26
"233",14,2009-08-04,552060.4,4713810,-61.0204258203972,-6.60752851600406,27
"234",21,2009-07-10,551981.4,4713825.5,-141.522180322884,-7.45459523199263,1
"235",21,2009-07-21,552012.9,4713826,-110.778467609645,-0.57534174009275,12
"236",21,2009-07-22,551973.2,4713828.7,-150.200814826556,-5.98445811117142,13
"237",21,2009-07-23,552018.3,4713827.9,-105.876137410667,2.3805267654164,14
"238",21,2009-07-24,552012.6,4713823.7,-110.605685067961,-2.88838004337707,15
"239",21,2009-07-25,552004.9,4713824.6,-118.328168503887,-3.56900444796785,16
"240",21,2009-07-26,552051.6,4713816,-70.8545554439225,-2.5173091394276,17
"241",21,2009-08-11,551893.8,4713843.7,-230.992830605089,-7.40226854508748,33
"242",29,2009-07-09,552189.4,4713795.2,68.2998693577218,5.06728433211695,1
"243",29,2009-07-10,552172.3,4713787.6,53.0969965188741,-5.84338280850848,2
"244",29,2009-07-11,552174.8,4713788.1,55.4436001750085,-4.84666254634016,3
"245",29,2009-07-12,552179.2,4713786.2,60.1375344157609,-5.81464051124912,4
"246",29,2009-07-13,552176.3,4713785,57.5412386783062,-7.57794662295563,5
"247",29,2009-07-14,552180.3,4713785.4,61.3769429174212,-6.37487846597815,6
"248",29,2009-08-01,552079.3,4713836.2,-47.8279089045393,22.881579599289,24
"249",29,2009-08-02,552073,4713814.1,-49.5140400314609,-0.0369055567615888,25
"250",29,2009-08-03,552106.5,4713805.5,-14.9660076457192,-1.66277709760695,26
"251",29,2009-08-04,552066.4,4713828.9,-58.9789507756209,13.11662874497,27
"252",57,2009-07-09,552025.4,4713821.7,-97.6660967096256,-2.25037289763126,1
"253",57,2009-07-10,552024.7,4713819.1,-97.8241446386382,-4.93831278816794,2
"254",57,2009-07-11,551973.3,4713829.4,-150.244885942196,-5.27872605362715,3
"255",57,2009-07-12,552028.4,4713818.5,-94.0793576231583,-4.77530908034954,4
"256",57,2009-08-11,552163.7,4713797,42.7690327169633,1.61672199739237,34
"257",57,2009-08-12,552163.7,4713793.8,43.4181398320059,-1.51675210564296,35
"258",57,2009-08-13,552136.5,4713791.6,17.2298710994051,-9.18842602906863,36
"259",57,2009-08-15,552024.9,4713824.5,-98.7236707637878,0.389993955463162,38
"260",66,2009-07-09,551985.6,4713826.7,-137.6529107311,-5.42758935480595,1
"261",66,2009-07-10,551981.3,4713828.9,-142.309777698344,-4.14556359468577,2
"262",66,2009-07-11,551999.8,4713822.5,-122.89616631114,-6.65986129213459,3
"263",66,2009-07-12,552005.1,4713822.9,-117.787488217809,-5.19309336970055,4
"264",66,2009-07-31,551974.9,4713827,-148.191318554463,-7.30427807363393,23
"265",66,2009-08-01,552006.8,4713823.6,-116.264822281856,-4.16280775557054,24
"266",66,2009-08-02,551972.7,4713827.6,-150.46728958423,-7.1630128212938,25
"267",66,2009-08-03,551955.7,4713832.8,-168.168669817557,-5.51949895243871,26
"268",66,2009-08-04,551918.8,4713836.7,-205.092642362477,-9.18559380910282,27
"269",66,2009-08-11,551911.8,4713838.4,-212.291955117352,-8.94085750585293,34
"270",66,2009-08-12,551944.2,4713828.2,-178.496500896941,-12.3565966694737,35
"271",66,2009-08-13,551956.1,4713832.1,-167.634993373233,-6.12380802323985,36
"272",66,2009-08-14,551911.2,4713837.5,-212.696920135557,-9.94385468172741,37
"273",66,2009-08-15,552001.4,4713823.1,-121.451136843724,-5.74778134071674,38
"274",66,2009-08-16,551953.8,4713836.2,-170.718846375803,-2.57559006730791,39
"275",11,2010-06-25,552199.4,4713788.3,79.4916131459421,0.339190531865693,1
"276",11,2010-06-26,552203.1,4713784,83.9869302630702,-3.12088519194564,2
"277",11,2010-06-27,552214.2,4713785.7,94.5113304024345,0.795363230545775,3
"278",11,2010-06-28,552213,4713783.2,93.8433925475077,-1.89607858042546,4
"279",11,2010-06-29,552164.7,4713792.9,44.5799118651292,-2.19519572308416,5
"280",11,2010-06-30,552178,4713779,60.4229726360353,-13.108372410968,6
"281",11,2010-07-01,552176.9,4713779.1,59.3255563159341,-13.2335819163968,7
"282",11,2010-07-02,552177.2,4713780.1,59.4164735395691,-12.1935174672378,8
"283",11,2010-07-03,552210.9,4713780.8,92.2738805038625,-4.67216070214717,9
"284",11,2010-07-04,552191,4713785.5,71.8342123515218,-4.10650548484073,10
"285",11,2010-07-05,552209.3,4713783.1,90.2405977135869,-2.74452974840172,11
"286",11,2010-07-06,552204.4,4713788.8,84.2862434449303,1.84302572763156,12
"287",11,2010-07-23,552180.4,4713789.9,60.562057102637,-1.94814591150202,29
"288",11,2010-08-12,552232.7,4713784.2,112.930996519712,3.07919775345531,49
"289",11,2010-08-13,552204.3,4713790.6,83.8231996270865,3.58532031296477,50
"290",11,2010-08-14,552198.2,4713790.4,77.8905838129686,2.15211774426912,51
"291",11,2010-08-15,552199,4713786.6,79.4447670379468,-1.40660597483766,52
"292",11,2010-08-16,552198.7,4713789,78.6641735044295,0.882645810625684,53
"293",11,2010-08-18,552199.4,4713787.6,79.6336053273872,-0.34625692831578,55
"294",11,2010-08-19,552201.1,4713787.2,81.3794018337445,-0.393103035788336,56
"295",11,2010-08-20,552195.1,4713786.1,75.7272684617915,-2.68731059982533,57
"296",11,2010-08-22,552202.8,4713788,82.8817831722401,0.73510364460301,59
"297",11,2010-08-23,552212.6,4713781.7,93.7559772447869,-3.44603295551811,60
"298",11,2010-08-24,552211.5,4713784.1,92.1920151858137,-1.31905794970378,61
"299",11,2010-08-25,552199.2,4713787.8,79.3971940011649,-0.190983991407052,62
"300",11,2010-08-26,552245.7,4713763.8,129.798792920783,-14.2597019978897,63
"301",15,2010-06-25,551609,4713913.2,-523.969820913058,2.88233889080779,1
"302",15,2010-06-26,551516.6,4713935.9,-619.053489230063,6.36745286233315,2
"303",15,2010-06-28,550713.5,4714117.4,-1442.2741121596,21.188585864652,4
"304",15,2010-06-29,550830.3,4714089.7,-1322.28347394112,17.7568603593356,5
"305",15,2010-06-30,550830,4714091,-1322.84093690374,18.9689804213961,6
"306",16,2010-06-25,552160.1,4713794,39.8524122715936,-2.05115547840801,1
"307",16,2010-06-26,552190.3,4713789.1,70.4185193872634,-0.723339300893814,2
"308",16,2010-06-27,552189.8,4713789.4,69.8680602665098,-0.530999089741291,3
"309",16,2010-06-28,552108.4,4713803.8,-12.7606692422433,-2.94202786539111,4
"310",16,2010-06-29,552189.9,4713788.6,70.1282581111035,-1.29408301884492,5
"311",16,2010-06-30,552190.2,4713786.7,70.8074286575984,-3.09372947484914,6
"312",16,2010-07-01,552186.8,4713786.5,67.5186816181339,-3.97924791613361,7
"313",16,2010-07-02,552121.3,4713801.1,0.418832363228559,-2.9691835824876,8
"314",16,2010-07-03,552117.8,4713801.8,-3.15039711821195,-2.99369702934269,9
"315",16,2010-07-04,552110.1,4713791.1,-8.51986726243495,-15.0331650564342,10
"316",16,2010-07-05,552112.7,4713807.4,-9.28030892109688,1.45536818663925,11
"317",16,2010-07-06,552146.8,4713796,26.4232185848014,-2.79058561084971,12
"318",16,2010-08-03,552166.7,4713782.4,48.668215900522,-12.0712156761923,40
"319",16,2010-08-04,552430.9,4713751.8,313.582758304734,11.5568443973322,41
"320",16,2010-08-05,552353.2,4713754.4,236.970690713713,-1.65834002977852,42
"321",16,2010-08-12,552231,4713784,111.306907597342,2.53851746700773,49
"322",16,2010-08-15,552212.8,4713786.1,93.0592970932652,0.903063130059483,52
"323",16,2010-08-16,552316.1,4713767.8,197.923839289815,3.93749716078812,53
"324",16,2010-08-19,552231.9,4713782.8,112.431612356957,1.54602605435532,56
"325",16,2010-08-20,552353,4713761.6,235.31435757372,5.35140750623268,57
"326",16,2010-08-22,552351.8,4713756.4,235.194103846928,0.0160969217088365,59
"327",16,2010-08-23,552353.2,4713753.2,237.214105881877,-2.83339281853077,60
"328",16,2010-08-24,552402,4713744.4,286.784630516656,-1.55156309736039,61
"329",16,2010-08-25,552404.5,4713744.7,289.171803367516,-0.750684966802766,62
"330",16,2010-08-26,552362.2,4713752.7,246.128424782871,-1.49738438615037,63
"331",17,2010-06-25,552628.7,4713705.7,516.621825662726,6.53816664969564,1
"332",17,2010-06-26,552644.5,4713693.5,534.568074921602,-2.20323698726766,2
"333",17,2010-06-27,552654.1,4713692.1,544.252481593029,-1.62681056262073,3
"334",17,2010-06-28,552627.9,4713700,516.994679185722,0.794389125069401,4
"335",17,2010-06-29,552624.6,4713698.9,513.986414587817,-0.952134309779737,5
"336",17,2010-06-30,552626.7,4713700,515.819626397084,0.550973956928402,6
"337",17,2010-07-01,552626,4713695.3,516.087555012331,-4.19330831321712,7
"338",17,2010-07-02,552672.6,4713688.8,563.037270462458,-1.10555522238359,8
